Date of transaction,Entity name,Number of units,Unit type
15/12/2025,CLIMA SOLUTIONS PTY LTD,"1,100",KACCU
15/12/2025,CLIMA SOLUTIONS PTY LTD,26,KACCU
15/12/2025,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
15/12/2025,Tasman Environmental Markets Australia Pty Ltd,64,CER
15/12/2025,Tasman Environmental Markets Australia Pty Ltd,29,CER
12/12/2025,Westpac Banking Corporation,"2,869",KACCU
12/12/2025,Commonwealth Bank of Australia,57,KACCU
12/12/2025,Commonwealth Bank of Australia,56,KACCU
12/12/2025,VIRIDIOS CAPITAL PTY LTD,632,KACCU
12/12/2025,VIRIDIOS CAPITAL PTY LTD,"1,088",KACCU
11/12/2025,SOUTH POLE AUSTRALIA FINANCIAL SERVICES PTY LTD,200,KACCU
11/12/2025,CARBON NEUTRAL PTY LTD,310,KACCU
11/12/2025,VIRIDIOS CAPITAL PTY LTD,"1,200",KACCU
11/12/2025,Aboriginal Carbon Fund Limited,50,KACCU
11/12/2025,Aboriginal Carbon Fund Limited,124,KACCU
10/12/2025,ZEPHYR ENVIRONMENTAL PTY LTD,28,KACCU
10/12/2025,Waste Assets Management Corporation,25,KACCU
10/12/2025,Commonwealth Bank of Australia,66,KACCU
10/12/2025,Commonwealth Bank of Australia,142,KACCU
10/12/2025,Commonwealth Bank of Australia,58,KACCU
10/12/2025,Commonwealth Bank of Australia,66,KACCU
10/12/2025,Commonwealth Bank of Australia,142,KACCU
10/12/2025,Commonwealth Bank of Australia,57,KACCU
09/12/2025,CANOPY NATURE BASED SOLUTIONS PTY LTD,200,KACCU
09/12/2025,Aboriginal Carbon Fund Limited,500,KACCU
09/12/2025,CLIMA SOLUTIONS PTY LTD,110,KACCU
09/12/2025,Aboriginal Carbon Fund Limited,500,KACCU
09/12/2025,GONDWANA CARBON PTY LTD,20,KACCU
09/12/2025,Global Environmental Markets Pty Ltd,1,CER
09/12/2025,Tasman Environmental Markets Australia Pty Ltd,26,CER
09/12/2025,Tasman Environmental Markets Australia Pty Ltd,20,CER
08/12/2025,CARBON NEUTRAL PTY LTD,100,KACCU
08/12/2025,AUSTRALIA AND NEW ZEALAND BANKING GROUP LTD,"6,000",KACCU
08/12/2025,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
08/12/2025,Tasman Environmental Markets Australia Pty Ltd,179,KACCU
08/12/2025,Tasman Environmental Markets Australia Pty Ltd,"2,400",KACCU
08/12/2025,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
08/12/2025,GOLDEN SPUR RESOURCES PTY LTD,"5,838",KACCU
08/12/2025,CARBON NEUTRAL PTY LTD,1,CER
05/12/2025,WORLD WIDE FUND FOR NATURE AUSTRALIA,607,KACCU
05/12/2025,VIRIDIOS CAPITAL PTY LTD,128,KACCU
05/12/2025,Old Mapoon Aboriginal Corporation,223,KACCU
05/12/2025,"Climate Impact Partners, LLC",44,CER
05/12/2025,"Climate Impact Partners, LLC",9,CER
05/12/2025,"Climate Impact Partners, LLC","20,000",CER
05/12/2025,"Climate Impact Partners, LLC","10,500",CER
05/12/2025,"Climate Impact Partners, LLC",750,CER
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,3,KACCU
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,139,KACCU
04/12/2025,VIRGIN AUSTRALIA AIRLINES PTY LTD,"7,223",KACCU
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,16,CER
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,"1,334",CER
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,48,CER
04/12/2025,Tasman Environmental Markets Australia Pty Ltd,8,CER
03/12/2025,CLIMA SOLUTIONS PTY LTD,290,KACCU
03/12/2025,Tasman Environmental Markets Australia Pty Ltd,"8,825",KACCU
03/12/2025,NettZero Pty Ltd,366,KACCU
02/12/2025,SOUTH POLE AUSTRALIA FINANCIAL SERVICES PTY LTD,"2,895",KACCU
02/12/2025,VIRIDIOS CAPITAL PTY LTD,100,KACCU
02/12/2025,ENERGYLINK SERVICES PTY LTD,112,KACCU
01/12/2025,ANTHESIS CARBON PTY LTD,"3,135",KACCU
01/12/2025,ANTHESIS CARBON PTY LTD,226,KACCU
01/12/2025,ANTHESIS CARBON PTY LTD,772,KACCU
01/12/2025,Global Environmental Markets Pty Ltd,1,CER
28/11/2025,GOLDEN SPUR RESOURCES PTY LTD,"22,701",KACCU
28/11/2025,carbonhalo Pty Ltd,22,KACCU
28/11/2025,Aboriginal Carbon Fund Limited,40,KACCU
28/11/2025,Aboriginal Carbon Fund Limited,47,KACCU
28/11/2025,Global Environmental Markets Pty Ltd,1,CER
28/11/2025,Global Environmental Markets Pty Ltd,1,CER
27/11/2025,CANOPY NATURE BASED SOLUTIONS PTY LTD,"1,745",KACCU
27/11/2025,CORANGAMITE CATCHMENT MANAGEMENT AUTHORITY,100,KACCU
26/11/2025,RED ENERGY PTY. LIMITED,"4,896",KACCU
26/11/2025,VIRIDIOS CAPITAL PTY LTD,354,KACCU
26/11/2025,Tasman Environmental Markets Australia Pty Ltd,"3,224",KACCU
26/11/2025,Tasman Environmental Markets Australia Pty Ltd,"7,038",KACCU
26/11/2025,Tasman Environmental Markets Australia Pty Ltd,"2,427",KACCU
26/11/2025,Tasman Environmental Markets Australia Pty Ltd,"2,187",KACCU
26/11/2025,Tasman Environmental Markets Australia Pty Ltd,"8,955",KACCU
26/11/2025,Tasman Environmental Markets Australia Pty Ltd,200,KACCU
26/11/2025,SOUTH POLE AUSTRALIA FINANCIAL SERVICES PTY LTD,"1,534",KACCU
26/11/2025,Tasman Environmental Markets Australia Pty Ltd,735,CER
25/11/2025,CARBON NEUTRAL PTY LTD,25,KACCU
25/11/2025,Tasman Environmental Markets Australia Pty Ltd,165,KACCU
25/11/2025,SOUTH POLE AUSTRALIA FINANCIAL SERVICES PTY LTD,"15,000",KACCU
25/11/2025,SOUTH POLE AUSTRALIA FINANCIAL SERVICES PTY LTD,750,KACCU
25/11/2025,VIRIDIOS CAPITAL PTY LTD,150,KACCU
25/11/2025,CARBON NEUTRAL PTY LTD,341,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,57,KACCU
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
24/11/2025,THE UNIVERSITY OF ADELAIDE,"1,235",KACCU
24/11/2025,NettZero Pty Ltd,240,KACCU
24/11/2025,Global Environmental Markets Pty Ltd,750,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,35,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,31,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,24,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,8,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,22,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,14,CER
24/11/2025,Tasman Environmental Markets Australia Pty Ltd,93,CER
22/11/2025,"Climate Impact Partners, LLC","1,077",CER
22/11/2025,"Climate Impact Partners, LLC","1,991",CER
22/11/2025,"Climate Impact Partners, LLC",1,CER
22/11/2025,"Climate Impact Partners, LLC",400,CER
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,"10,000",KACCU
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,739,KACCU
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,167,KACCU
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,44,KACCU
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,20,KACCU
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,30,KACCU
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,208,KACCU
21/11/2025,Pastoral Partners Australia Trusco Pty Limited as Trustee for Pastoral Partners Australia Trust,"3,545",KACCU
21/11/2025,CARBON NEUTRAL PTY LTD,683,KACCU
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
21/11/2025,CARBON NEUTRAL PTY LTD,709,CER
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,9,CER
21/11/2025,Tasman Environmental Markets Australia Pty Ltd,39,CER
20/11/2025,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
20/11/2025,Tasman Environmental Markets Australia Pty Ltd,283,KACCU
19/11/2025,SOUTH POLE AUSTRALIA FINANCIAL SERVICES PTY LTD,147,KACCU
19/11/2025,SOUTH POLE AUSTRALIA FINANCIAL SERVICES PTY LTD,430,KACCU
19/11/2025,GOLDEN SPUR RESOURCES PTY LTD,1,KACCU
19/11/2025,Tasman Environmental Markets Australia Pty Ltd,299,KACCU
18/11/2025,Tasman Environmental Markets Australia Pty Ltd,"5,655",KACCU
18/11/2025,Tasman Environmental Markets Australia Pty Ltd,4,KACCU
18/11/2025,Tasman Environmental Markets Australia Pty Ltd,24,KACCU
18/11/2025,Global Environmental Markets Pty Ltd,1,CER
18/11/2025,Global Environmental Markets Pty Ltd,1,CER
18/11/2025,Tasman Environmental Markets Australia Pty Ltd,158,CER
18/11/2025,Tasman Environmental Markets Australia Pty Ltd,422,CER
17/11/2025,CARBON NEUTRAL PTY LTD,213,KACCU
17/11/2025,CARBON NEUTRAL PTY LTD,350,KACCU
17/11/2025,CARBON NEUTRAL PTY LTD,25,KACCU
17/11/2025,Commonwealth Bank of Australia,"3,000",KACCU
17/11/2025,Macquarie Bank Limited,"1,101",KACCU
17/11/2025,CARBON NEUTRAL PTY LTD,52,KACCU
17/11/2025,Tasman Environmental Markets Australia Pty Ltd,"3,600",KACCU
17/11/2025,Tasman Environmental Markets Australia Pty Ltd,284,KACCU
17/11/2025,Tasman Environmental Markets Australia Pty Ltd,800,KACCU
17/11/2025,Climate Friendly Pty Ltd,50,KACCU
17/11/2025,EKI Energy Services Limited,500,CER
17/11/2025,EKI Energy Services Limited,"3,000",CER
17/11/2025,EKI Energy Services Limited,"3,500",CER
17/11/2025,EKI Energy Services Limited,"5,302",CER
17/11/2025,EKI Energy Services Limited,"12,000",CER
13/11/2025,CLIMA SOLUTIONS PTY LTD,755,KACCU
13/11/2025,NettZero Pty Ltd,41,KACCU
13/11/2025,Enviro-Mark Solutions Limited,"1,058",CER
13/11/2025,Enviro-Mark Solutions Limited,"1,489",CER
12/11/2025,CLIMA SOLUTIONS PTY LTD,15,KACCU
12/11/2025,Global Environmental Markets Pty Ltd,"27,260",CER
11/11/2025,Tasman Environmental Markets Australia Pty Ltd,10,KACCU
11/11/2025,Tasman Environmental Markets Australia Pty Ltd,160,CER
07/11/2025,WASTE ASSETS MANAGEMENT CORPORATION,"1,107",KACCU
07/11/2025,WASTE ASSETS MANAGEMENT CORPORATION,"1,506",KACCU
06/11/2025,FIRST NATIONS CARBON BROKING PTY LTD,10,KACCU
06/11/2025,FIRST NATIONS CARBON BROKING PTY LTD,10,KACCU
06/11/2025,FIRST NATIONS CARBON BROKING PTY LTD,5,KACCU
06/11/2025,FIRST NATIONS CARBON BROKING PTY LTD,5,KACCU
06/11/2025,Perenia Pty Ltd,500,CER
05/11/2025,NettZero Pty Ltd,173,KACCU
05/11/2025,Tasman Environmental Markets Australia Pty Ltd,27,CER
05/11/2025,REGENCO PROJECTS PTY LTD,42,KACCU
05/11/2025,Tasman Environmental Markets Australia Pty Ltd,420,KACCU
04/11/2025,CARBON NEUTRAL PTY LTD,300,KACCU
01/11/2025,"Climate Impact Partners, LLC",911,CER
31/10/2025,Aboriginal Carbon Fund Limited,"5,000",KACCU
31/10/2025,COLES ENVIRONMENTAL SERVICES PTY LTD,"12,644",KACCU
31/10/2025,Carbonhalo Pty Ltd,31,KACCU
31/10/2025,AUSTRALIAN CARBON REDUCTION COLLECTIVE PTY LTD,48,KACCU
31/10/2025,Tasman Environmental Markets Australia Pty Ltd,8,CER
31/10/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
30/10/2025,Tasman Environmental Markets Australia Pty Ltd,9,CER
30/10/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
30/10/2025,Tasman Environmental Markets Australia Pty Ltd,72,CER
30/10/2025,Tasman Environmental Markets Australia Pty Ltd,4,KACCU
29/10/2025,CARBON NEUTRAL PTY LTD,231,KACCU
29/10/2025,Terra Carbon Pty Limited,600,KACCU
29/10/2025,The University of Melbourne,"76,000",KACCU
29/10/2025,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
29/10/2025,Tasman Environmental Markets Australia Pty Ltd,47,KACCU
29/10/2025,Tasman Environmental Markets Australia Pty Ltd,21,CER
29/10/2025,Tasman Environmental Markets Australia Pty Ltd,67,CER
29/10/2025,Tasman Environmental Markets Australia Pty Ltd,4,KACCU
28/10/2025,Tasman Environmental Markets Australia Pty Ltd,200,KACCU
28/10/2025,Carbonhalo Pty Ltd,22,KACCU
28/10/2025,VIRIDIOS CAPITAL PTY LTD,100,KACCU
27/10/2025,Global Environmental Markets Pty Ltd,1,CER
24/10/2025,Global Environmental Markets Pty Ltd,1,CER
24/10/2025,Kurrajong Partners Pty Ltd,553,KACCU
24/10/2025,Tasman Environmental Markets Australia Pty Ltd,417,KACCU
24/10/2025,Tasman Environmental Markets Australia Pty Ltd,320,KACCU
24/10/2025,WeAct Pty Ltd,805,KACCU
23/10/2025,Tasman Environmental Markets Australia Pty Ltd,"1,001",KACCU
23/10/2025,Tasman Environmental Markets Australia Pty Ltd,543,KACCU
23/10/2025,PERSPEKTIV AUSTRALIA PTY LTD,56,KACCU
23/10/2025,PERSPEKTIV AUSTRALIA PTY LTD,36,KACCU
23/10/2025,PERSPEKTIV AUSTRALIA PTY LTD,1,KACCU
22/10/2025,VIRIDIOS CAPITAL PTY LTD,88,KACCU
22/10/2025,Tasman Environmental Markets Australia Pty Ltd,50,KACCU
22/10/2025,Tasman Environmental Markets Australia Pty Ltd,20,CER
22/10/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
22/10/2025,Tasman Environmental Markets Australia Pty Ltd,6,KACCU
22/10/2025,Tasman Environmental Markets Australia Pty Ltd,93,CER
22/10/2025,Tasman Environmental Markets Australia Pty Ltd,15,KACCU
21/10/2025,"Climate Impact Partners, LLC","1,430",CER
21/10/2025,"Climate Impact Partners, LLC",300,CER
21/10/2025,"Climate Impact Partners, LLC",2,CER
20/10/2025,Tasman Environmental Markets Australia Pty Ltd,106,KACCU
20/10/2025,CANOPY NATURE BASED SOLUTIONS PTY LTD,"9,794",KACCU
17/10/2025,Aboriginal Carbon Fund Limited,516,KACCU
16/10/2025,Aboriginal Carbon Fund Limited,100,KACCU
16/10/2025,Tasman Environmental Markets Australia Pty Ltd,341,CER
16/10/2025,Tasman Environmental Markets Australia Pty Ltd,779,KACCU
15/10/2025,South Pole Australia Financial Services Pty Ltd,"11,184",KACCU
15/10/2025,Tasman Environmental Markets Australia Pty Ltd,21,CER
14/10/2025,Global Environmental Markets Pty Ltd,"99,999",CER
14/10/2025,Tasman Environmental Markets Australia Pty Ltd,70,KACCU
14/10/2025,Viva Energy Australia Ltd,"2,500",KACCU
13/10/2025,MULGA AG CO PTY LTD,"4,914",KACCU
10/10/2025,Tasman Environmental Markets Australia Pty Ltd,14,KACCU
10/10/2025,Commonwealth Bank of Australia,"11,500",KACCU
09/10/2025,Global Environmental Markets Pty Ltd,"1,260",CER
09/10/2025,Terra Carbon Pty Limited,366,KACCU
09/10/2025,"Climate Impact Partners, LLC",230,CER
09/10/2025,"Climate Impact Partners, LLC",100,CER
09/10/2025,"Climate Impact Partners, LLC",231,CER
09/10/2025,"Climate Impact Partners, LLC","6,004",CER
09/10/2025,"Climate Impact Partners, LLC",100,CER
09/10/2025,"Climate Impact Partners, LLC",75,CER
07/10/2025,Global Environmental Markets Pty Ltd,1,CER
07/10/2025,Macquarie Bank Limited,171,KACCU
07/10/2025,Tasman Environmental Markets Australia Pty Ltd,100,KACCU
03/10/2025,Tasman Environmental Markets Australia Pty Ltd,"3,400",KACCU
02/10/2025,THE UNIVERSITY OF ADELAIDE,"25,009",KACCU
01/10/2025,Tasman Environmental Markets Australia Pty Ltd,7,KACCU
01/10/2025,Tasman Environmental Markets Australia Pty Ltd,124,CER
30/09/2025,Terra Carbon Pty Limited,870,KACCU
29/09/2025,Tasman Environmental Markets Australia Pty Ltd,"4,170",KACCU
29/09/2025,MULGA AG CO PTY LTD,"16,799",KACCU
26/09/2025,Carbonhalo Pty Ltd,22,KACCU
25/09/2025,Aboriginal Carbon Fund Limited,140,KACCU
25/09/2025,Tasman Environmental Markets Australia Pty Ltd,221,CER
25/09/2025,Tasman Environmental Markets Australia Pty Ltd,14,KACCU
23/09/2025,Northmore Gordon Environmental Pty Ltd,11,KACCU
23/09/2025,Terra Carbon Pty Limited,311,KACCU
23/09/2025,Terra Carbon Pty Limited,285,KACCU
22/09/2025,South Pole Australia Financial Services Pty Ltd,255,KACCU
19/09/2025,Commonwealth Bank of Australia,65,KACCU
19/09/2025,Tasman Environmental Markets Australia Pty Ltd,"1,636",KACCU
19/09/2025,Global Environmental Markets Pty Ltd,1,CER
19/09/2025,Global Environmental Markets Pty Ltd,19,CER
19/09/2025,Global Environmental Markets Pty Ltd,1,CER
18/09/2025,Tasman Environmental Markets Australia Pty Ltd,331,CER
18/09/2025,Tasman Environmental Markets Australia Pty Ltd,260,KACCU
18/09/2025,Tasman Environmental Markets Australia Pty Ltd,"4,175",CER
16/09/2025,Boral Limited,150,KACCU
16/09/2025,International Power (Energy) Pty Ltd,"2,000",KACCU
16/09/2025,International Power (Energy) Pty Ltd,"6,000",KACCU
16/09/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
16/09/2025,Clean Energy Finance Corporation,"4,046",KACCU
12/09/2025,Aboriginal Carbon Fund Limited,40,KACCU
11/09/2025,Enviro-Mark Solutions Limited,40,CER
09/09/2025,Enviro-Mark Solutions Limited,408,CER
08/09/2025,CARBON NEUTRAL PTY LTD,206,KACCU
08/09/2025,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
08/09/2025,Tasman Environmental Markets Australia Pty Ltd,35,CER
08/09/2025,FIRST NATIONS CARBON BROKING PTY LTD,"1,700",KACCU
05/09/2025,HOBART INTERNATIONAL AIRPORT PTY LIMITED,888,KACCU
04/09/2025,Regenco Pty Ltd,105,KACCU
03/09/2025,Tasman Environmental Markets Australia Pty Ltd,390,CER
03/09/2025,Tasman Environmental Markets Australia Pty Ltd,115,KACCU
03/09/2025,Tasman Environmental Markets Australia Pty Ltd,414,CER
03/09/2025,Tasman Environmental Markets Australia Pty Ltd,122,KACCU
03/09/2025,VIRIDIOS CAPITAL PTY LTD,10,KACCU
02/09/2025,ENERGYLINK SERVICES PTY LTD,293,CER
02/09/2025,Tasman Environmental Markets Australia Pty Ltd,15,CER
02/09/2025,Tasman Environmental Markets Australia Pty Ltd,110,KACCU
02/09/2025,Tasman Environmental Markets Australia Pty Ltd,511,CER
01/09/2025,FIRST NATIONS CARBON BROKING PTY LTD,200,KACCU
29/08/2025,Australia and New Zealand Banking Group Limited,350,KACCU
29/08/2025,Australia and New Zealand Banking Group Limited,"6,940",KACCU
29/08/2025,Corporate Carbon Advisory Pty Ltd,199,KACCU
29/08/2025,Tasman Environmental Markets Australia Pty Ltd,35,CER
29/08/2025,Tasman Environmental Markets Australia Pty Ltd,65,KACCU
29/08/2025,Tasman Environmental Markets Australia Pty Ltd,42,CER
29/08/2025,Tasman Environmental Markets Australia Pty Ltd,3,KACCU
28/08/2025,Australia and New Zealand Banking Group Limited,"8,663",KACCU
28/08/2025,Carbonhalo Pty Ltd,22,KACCU
27/08/2025,Australia and New Zealand Banking Group Limited,"5,000",KACCU
27/08/2025,Tasman Environmental Markets Australia Pty Ltd,10,CER
27/08/2025,Tasman Environmental Markets Australia Pty Ltd,1,KACCU
26/08/2025,Tasman Environmental Markets Australia Pty Ltd,"1,787",CER
25/08/2025,Tasman Environmental Markets Australia Pty Ltd,718,KACCU
25/08/2025,Tasman Environmental Markets Australia Pty Ltd,20,KACCU
25/08/2025,Tasman Environmental Markets Australia Pty Ltd,473,KACCU
25/08/2025,Tasman Environmental Markets Australia Pty Ltd,436,KACCU
25/08/2025,Tasman Environmental Markets Australia Pty Ltd,"4,273",KACCU
25/08/2025,Tasman Environmental Markets Australia Pty Ltd,187,KACCU
25/08/2025,Tasman Environmental Markets Australia Pty Ltd,86,KACCU
22/08/2025,Old Mapoon Aboriginal Corporation,155,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,2,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,2,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,13,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,20,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,44,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,13,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,123,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,19,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,44,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,233,KACCU
22/08/2025,Carbon Financial Services Pty. Ltd.,10,KACCU
21/08/2025,Global Environmental Markets Pty Ltd,1,CER
21/08/2025,Global Environmental Markets Pty Ltd,12,CER
21/08/2025,Tasman Environmental Markets Australia Pty Ltd,10,KACCU
21/08/2025,Tasman Environmental Markets Australia Pty Ltd,170,CER
21/08/2025,Tasman Environmental Markets Australia Pty Ltd,370,KACCU
21/08/2025,AURECON AUSTRALASIA PTY LTD,"1,946",KACCU
20/08/2025,Commonwealth Bank of Australia,33,KACCU
20/08/2025,CARBON NEUTRAL PTY LTD,46,KACCU
20/08/2025,Commonwealth Bank of Australia,41,KACCU
20/08/2025,Commonwealth Bank of Australia,448,KACCU
20/08/2025,Commonwealth Bank of Australia,47,KACCU
20/08/2025,Commonwealth Bank of Australia,992,KACCU
20/08/2025,Commonwealth Bank of Australia,421,KACCU
20/08/2025,Commonwealth Bank of Australia,223,KACCU
20/08/2025,Commonwealth Bank of Australia,951,KACCU
20/08/2025,Commonwealth Bank of Australia,783,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,47,KACCU
20/08/2025,Commonwealth Bank of Australia,118,KACCU
20/08/2025,Commonwealth Bank of Australia,"2,760",KACCU
20/08/2025,Commonwealth Bank of Australia,70,KACCU
20/08/2025,VIRIDIOS CAPITAL PTY LTD,370,KACCU
20/08/2025,Commonwealth Bank of Australia,703,KACCU
20/08/2025,Commonwealth Bank of Australia,202,KACCU
20/08/2025,Commonwealth Bank of Australia,257,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,158,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,36,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,169,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,22,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,161,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,71,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,154,KACCU
20/08/2025,South Pole Australia Financial Services Pty Ltd,124,KACCU
19/08/2025,EKI Energy Services Limited,278,CER
19/08/2025,EKI Energy Services Limited,500,CER
19/08/2025,EKI Energy Services Limited,"3,000",CER
19/08/2025,EKI Energy Services Limited,"2,500",CER
19/08/2025,EKI Energy Services Limited,"5,302",CER
19/08/2025,EKI Energy Services Limited,"12,000",CER
19/08/2025,Virgin Australia Airlines Pty Ltd,201,KACCU
19/08/2025,Commonwealth Bank of Australia,72,KACCU
19/08/2025,Tasman Environmental Markets Australia Pty Ltd,30,CER
19/08/2025,Tasman Environmental Markets Australia Pty Ltd,2,KACCU
19/08/2025,Tasman Environmental Markets Australia Pty Ltd,45,CER
19/08/2025,Tasman Environmental Markets Australia Pty Ltd,48,CER
19/08/2025,Tasman Environmental Markets Australia Pty Ltd,3,KACCU
19/08/2025,Tasman Environmental Markets Australia Pty Ltd,78,CER
19/08/2025,Tasman Environmental Markets Australia Pty Ltd,5,KACCU
19/08/2025,Commonwealth Bank of Australia,303,KACCU
19/08/2025,Commonwealth Bank of Australia,49,KACCU
19/08/2025,Commonwealth Bank of Australia,38,KACCU
19/08/2025,Commonwealth Bank of Australia,"1,147",KACCU
19/08/2025,Commonwealth Bank of Australia,18,KACCU
